SegmenID,Sentimen,Label_Teks,Label_Multimodal,nota serena on neutral label,
3VwHZqy4P7o - 5,"I rase, kite sekarang dekat dalam dunie yang sudah makin evolve, jadi you kene berhati-hati dalam setiap langkah, setiap perbuatan",1,1,,
3VwHZqy4P7o - 6,"kite upload je, pop, terus keluar isu, pop, kesian, name cikgu jugak yang terpalit",-1,-1,,
pKdxadJkxuY - 1,kite kene bersuare menyatekan BANTAHAN kite,1,-1,,
pKdxadJkxuY - 2,"ye! saye pun tahu, Timah itu bukan merujuk kepade Fatimah",0,0,,
pKdxadJkxuY - 3,kita bimbang soal normalisasi arak,-1,-1,,
pKdxadJkxuY - 4,"takkan la nak tunggu ahli keluarge mati disebabkan pemandu mabuk, baru kelang kabut nak bertindak",-1,-1,,
N21zQb1QhiU - 1,tapi ada satu isulah yang saye tengok agak critical sekarang ni,-1,-1,,
N21zQb1QhiU - 2,"ok aaa jadi ni sebenanye agak ironi dan maksudnye die sangat, bagi saye die sangat anehlah, apebila subjek agama ni die dipersoalkan tempat die di universiti",-1,1,,
N21zQb1QhiU - 3,"aa dia bukan macam abang-abang, akak-akak usrah sebenarnye yang dok pikir ""ea, kite kene letak subjek agame kat universiti ni""",-1,0,,
N21zQb1QhiU - 4,"kalau..kalau takde agame, sebenarnye takde universiti tau. Ini yang kite kene faham",0,1,,
N21zQb1QhiU - 5,"tapi die kate kalau kene ajo lagi sivik, kalau kene ajar lagi bahase kat universiti, maksudnye sekolah kite dah gagal lah",-1,-1,,
N21zQb1QhiU - 6,"sebenarnye, kalau kita belajar agama dii tahap yang lagi tinggi, ape yang kite belajar tu akan jadi lebih nuas dan akan menyebabkan kite akan lebih menghargai ilmu tu tau",1,1,,
N21zQb1QhiU - 7,"kalau kite apply dekat media sosial, disiplin media sosial, die akan membuat kite punye masyarakat jadi lebih-lebih matang tau",1,1,,
N21zQb1QhiU - 8,"saye sangat-sangat menghargai tengok macam wow! care orang nak memelihare, care orang nak berdisiplin dengan ilmu tu sangat-sangat hebat",1,1,,
N21zQb1QhiU - 9,"jadi kat universiti ni kalau kite belajar agame, kite bukan belajar bende-bende yang remeh tau",1,0,,
N21zQb1QhiU - 10,"subjek agame ataupun kite extendkan lagi, humanity, sejarah ke ape ke..sekarang ni lebih-lebih sangat diperlukan pade waktu zaman moden ni",1,1,,
N21zQb1QhiU - 11,ok dan point nis pun sebenarnye point yang agak aaa menarik la sebenarnye,1,1,,
N21zQb1QhiU - 12,universiti ni lagi cepat dia kuar lagi rasanye lagi bagus lah sebenarnye,1,1,,
N21zQb1QhiU - 13,"Tempat menuntut ilmu ni, die bukan kesah berapa lama hang berade dekat dalamnye ke ape, die kesahnye adelah, ape ilmu yang hang dapat tu",0,1,,
N21zQb1QhiU - 14,universiti sekarang dia sangat-sangat di industri-realisasi kan,1,0,,
N21zQb1QhiU - 15,jadi hang masuk universiti tujuannye adaleh untuk hang buat duit selepas itu,1,0,,
N21zQb1QhiU - 16,jadi itulah orang mule mempertikaikan subjek-subjek ini untuk diajarkan di universiti sebab die tak buat duit,-1,-1,,
N21zQb1QhiU - 17,"sistem ala capitalis inilah yang sepatutnye kita persalahkan, yang sepatutnye kita cari solusi dan bukannye dengan care kite mengurangkan subjek agame",-1,-1,,
N21zQb1QhiU - 18,subjek-subjek yang tak menguntungkan ini lah yang sebenarnye sangat-sangat penting untuk membine tamadun,1,1,,
N21zQb1QhiU - 19,"dan kite boleh mengubahnya selagi mana kita ada prinsip dan selagi mana kite jelas, niat, asal, dan tujuan kite..menuntut ilmu itu sebenarnye",1,0,,
cR1xV4RzPVw - 1,Jom kite pakat ramai-ramai jadi manu- manusie yang sentiase bersyukur pade Allah,1,1,,
cR1xV4RzPVw - 2,dan pade aku ini sesuatu yang lebih menakutkan daripade video yang aku pernah share sebelum ni lah,-1,-1,,
cR1xV4RzPVw - 3,"sebabnye kalau kite tak ambik tau atau tak ambik peduli tentang isu yang aku nak aaa share kan aa kejap lagi ni,..maknenye kite ade masalah...hati guys",-1,-1,,
cR1xV4RzPVw - 4,"k guys, ini sesuatu yang...thch...yang aku tak boleh terime lah",-1,-1,,
cR1xV4RzPVw - 5,"tapi aku honestly aku cakap aku takleh terime, pasal ini sesuatu..yang......memang salah guys!",-1,-1,,
cR1xV4RzPVw - 6,"so aku, aku tak boleh nak brain, cadangan sape yang buat ni, tapi aku dapat rasekan ini adelah cadangan daripade musuh-musuh Islam lah",-1,-1,,
cR1xV4RzPVw - 7,"orang Islam, yang tahu tentang agame, tahu tentang agame tauhid ni, die tidak akan buat bende-bende macam ni",1,-1,,
cR1xV4RzPVw - 8,pade aku too much dan tidak masuk akal lah guys,-1,-1,,
cR1xV4RzPVw - 9,ujian ini datang dalam bentuk aamm satu aa seruan....yang sangat aaa bahaye,-1,-1,,
cR1xV4RzPVw - 10,"berdasarkan...aa kononnye..tidak ade sebarang perbezaan, antara Islam, ataupun Yahudi ataupun Nasrani",0,0,,
cR1xV4RzPVw - 11,"seruan tersebut aaaa mengajak aah orang Islam supaye..aaa tidak rase aa, tidak ade sebarang perbezaan, di antare orang Yahudi..dan Nasrani",0,-1,,
cR1xV4RzPVw - 12,"tapi tuan-tuan dirahmati Allah, seruan ini die satu ancaman kepade agama Islam",-1,-1,,
cR1xV4RzPVw - 13,ini salah satu video yang aku rase memang sangat-sangat menakutkan bile kite dengar,-1,-1,,
cR1xV4RzPVw - 14,"Kalau kite.....fikir balik ape yang dikatekan tadi guys...memang menakutkan. Pasal ape, memang dah mule ade, anasir-anasir jahat ni",-1,-1,,
cR1xV4RzPVw - 15,ini pade aku satu..trick yang sangat bahaye daripade orang...musuh Islam ah,-1,-1,,
cR1xV4RzPVw - 16,"nampak halus, sebab care die nampak macam..aaa..kedamaiann, nampak macam perpaduannn",1,1,,
cR1xV4RzPVw - 17,sebenarnye ini adelah salah satu care untuk aa mereke aa fikir macammana diorang nak...thch..hancurkan akidah kite guys,-1,-1,,
cR1xV4RzPVw - 18,"cume aku takutkan ni adelah generasi akan datang..generasi yang lalai, yang..tidak berpegang teguh kepade..tali Allah",-1,-1,,
cR1xV4RzPVw - 19,of course kite kene bertoleransi dengan sesame manusie..ee aaa itu aku aku aku...aku setuju,1,1,,
cR1xV4RzPVw - 20,"tapi kalau ade satu anasir yang cube untuk...menghancurkan ko punye pe-pegangan,..ini pade aku, kite tidak boleh nak bertoleransi kite kene bertegas guys",-1,-1,,
cR1xV4RzPVw - 21,"memang sesuatu yang aku rase..thch..sangat menakutkan, yang tengah berlaku diii luar sane guys",-1,-1,,
cR1xV4RzPVw - 22,"untuk menyatukan tige agame..untuk aaa menjadi satu agame, reason die itulah, kalau dengar memang nampak cantik",1,1,,
cR1xV4RzPVw - 23,"nampak macam..aa bagos, tetapi sebenarnye pade aku ini merosakkan",-1,-1,,
cR1xV4RzPVw - 24,"seperti jugak dengan ulama' aa Syeikh At-Taib tu, aku sangat-sangat bersetuju, kite tidak boleh menerime sekali pun cadangan yang merosakkan",1,-1,,
cR1xV4RzPVw - 25,ni lah satu..aaa thch..ancaman bagi agame Islam dan kite kene berteguh hati guys,1,-1,,
cR1xV4RzPVw - 26,"aku harap sangat kite sebagai umat Islam, di mane-mane sebagai...aa supaye..thch..ambik tahu pasal bende ni",1,1,,
cR1xV4RzPVw - 27,"aku tengok, banyak orang yang tak tak tak berminat untuk ambik tahu hal-hal macam ni padahal ini adelah hal terpenting dalam hidup guys",-1,-1,,
cR1xV4RzPVw - 28,"walaubagaimane pon guys, kite ni walaupon kite ber..aa..beragame Islam..of course, kite kene bertoleransi dengan orang..yang..lain",1,1,,
cR1xV4RzPVw - 29,"bile kite baik dengan semue orang, orang akan sayang kite guys",1,1,,
cR1xV4RzPVw - 30,"aa cumenye kalau bab agame ni, kalau mereke cube melampaui batas, oo ini sesuatu yang..say no more guys, maknenye kite tidak boleh..baa..bertoleransi hal-hal seperti ini",-1,-1,,
AwipyJ5XpJA - 1,aa pertame sekali saye sebenarnyee a banyak orang tahula bahawe saye ni sebenarnye suke...pegang pade prinsip cakap supe bikin ea,1,1,,
AwipyJ5XpJA - 2,dan saye tidak akan aa berie-rie aa membuat aa due kali pusingan untuk undang-undang lompat parti private member's bill di parlimen kalau saye tidak serius,-1,1,,
AwipyJ5XpJA - 3,saye telah menekankan daripade hari pertame eh sebelum PRN Melake bahawe komitmen daripade BN perlu kepade janji untuk mewujudkan aa undang-undang kerajaan negeri ye aa di Melake..selepas aa PRN Melake untuk wujudnye undang-undang lompat parti,1,0,,
AwipyJ5XpJA - 4,aa dengan kemenangan due pertige ni bagi saye lebih mudah sebab..aa senang pergi kee aa kerajaan negeri dari segi dewan untuk membuat pindaan,1,1,,
AwipyJ5XpJA - 5,berbeze dengan kerajaan pusat eh...saye kene tegur la walaupun sign MoU pun,-1,1,,
AwipyJ5XpJA - 6,dan bagi saye adalah amat aaa clear sign bahawe rakyat mahukan kestabilan eh,1,-1,,
AwipyJ5XpJA - 7,"dan kedue saye pun membace dalam aa pusingan untuk kempen melihat bahawe, elemen lompat katak tu memang ade",-1,-1,,
AwipyJ5XpJA - 8,"saye tengok bahawe mereke memang tak mahu..aa, ahli-ahli wakil rakyat mereke itu menggadaikan tanggungjawab mereke untuk personal gain",1,-1,,
AwipyJ5XpJA - 9,kite mesti tahu bahawe berlaku di PRN Melake ni kerane pulling the plug oleh ahli-ahli wakil rakyat yang ade,0,-1,,
AwipyJ5XpJA - 10,"tak kesahlah alasan mereke tetapi bagi tanggapan saye sepatutnye kalau ade masalah dalaman parti politik, selesai secare masalah dalaman",1,-1,,
AwipyJ5XpJA - 11,"tetapi menggunakan kuase yang boleh, disebabkan kerane undang-undang membolehkan, adalah satu pendekatan yang tidak begitu adil kepade rakyat",-1,-1,,
AwipyJ5XpJA - 12,"sayee selalu banyak kalii berbincang dan prof sendiri tahu eh, pandangan saye begitu konsisten bahawe saye melihat hubungan rakyat dengan wakil rakyat ni sebagai satu contract eh. Contract perkhidmatan, dalam jangka masa",1,1,,
AwipyJ5XpJA - 13,jadi itu satu prosedur bagi saye satu prosedur contract,0,0,,
AwipyJ5XpJA - 14,dia perlu mem..laksanakan kenyataan yang telah diberi oleh presiden Barisan Nasional eh,1,0,,
AwipyJ5XpJA - 15,"saye tidak mahu menggunakan perkataan aa reform....tetapi bagi saye ini adalah kenyataan progress, progresil..progresif",1,-1,,
AwipyJ5XpJA - 16,saye melihat sebagai generasi mude alaf baru mereke akan menuntut lebih banyak..komitmen dan profesionelisme dan profesionalisma daripade wakil rakyat mereke,1,1,,
AwipyJ5XpJA - 17,"itu sebabnye bagi sayee..parti politik saye, Barisan Nasional perlu bersedia, kepade perubahan",1,1,,
AwipyJ5XpJA - 18,saye melihat lebih kepade dicentralization..pentadbiran,1,0,,
AwipyJ5XpJA - 19,perbezaan supaye negeri buleh aa menjalankan tanggungjawab mereke memimpin peringkat negeri aa Putrajaya Putrajaya di peringkat Malaysia secara umum,1,0,,
AwipyJ5XpJA - 20,"kalau kite tak dapat due pertige...susah, ape yang disebut jadi aa soalan yang ditanye tu mungkin mempunyai kebenaran",0,-1,,
AwipyJ5XpJA - 21,"tetapi dengan adenye due pertige, the ball is-is back at-at the parti punyee...is at our foot now",1,0,,
AwipyJ5XpJA - 22,itu sebab bagi saye Melake ni penting sebab inilah perubahan aa baharu kepade Barisan Nasional,1,1,,
ObeHAhqSotg - 1,"saye menyeru kepade semue individu dewase berumur 18 tahun ke atas di negeri Selangor ddengan Kuale Lumpur, untuk segere membuat pendaftaran",1,0,,
ObeHAhqSotg - 2,saye tidak mahu yang ade- dah ade appointment datang walk-in besok sebab itu akan menimbulkan sedikit kekeliruan dalam sistem,-1,-1,,
ObeHAhqSotg - 3,"jadi mereke mungkin dengar berite boleh walk-in aa tapi dah dapat appointment, jangan datang, tunggu appointment",-1,0,,
J9HrMSyf91w - 1,peperiksaan ni memang agak a orang kate paling sukar lah,-1,0,,
J9HrMSyf91w - 2,"paling penting, tak menyusahkan guru-guru juge",1,1,,
